Network,Metric Type,Metric,Market,Region,Country,Operator name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,1Q 2015,2Q 2015,3Q 2015,4Q 2015,1Q 2016,2Q 2016,3Q 2016,4Q 2016,1Q 2017,2Q 2017,3Q 2017,4Q 2017,1Q 2018,2Q 2018,3Q 2018,4Q 2018,1Q 2019,2Q 2019,3Q 2019,4Q 2019,1Q 2020,2Q 2020,3Q 2020,4Q 2020,1Q 2021,2Q 2021,3Q 2021,4Q 2021,1Q 2022,2Q 2022,4Q 2022,1Q 2023,2Q 2023,3Q 2023,4Q 2023,1Q 2024,2Q 2024,3Q 2024,Operator Type,MNO,Group,Service,Technology,PayTv service platform,Device,Mobile plan,Standerdisation,Metric definition
Mobile,Connections,total,Total,Sub-SaharanAfrica,Cameroon,MTN,0.0,2474096.0,3382683,4045243,4352255,5163455,6378767,7510964,8115966,7571106,7896000,7052000,7684000,10170000,10251000,10608000,10681000,11291000,8449699,8634752,8250738,7571106,7770459,7855332,7689037,7896000,7715489,7462189,7297424,7052000,6596000,6637000,6922000,7684000,8742000,9360000,9199000,10170000,10182000,10316000,10761000,10251000,10062000,9984000,10241000,10608000,10288000,10607000,10596000,10681000,10817000,11069000,11051000,11291000,11452000,11492000,firstentrant,MTN,MTN,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Cameroon,Orange,0.0,1858380.0,2003667,2607505,3327093,4363058,5508708,5691306,5774237,6539857,5519371,6653196,6940110,7871574,9262482,9937198,11271863,12251376,6018789,6545160,6997150,6539857,6326077,6298085,6006936,5519371,5560348,5906901,6665010,6653196,6878880,6568643,6619952,6940110,7187894,7464310,7689589,7871574,8430585,8522195,9193536,9262482,9461735,9493492,9384351,9937198,10372746,10470424,10811271,11271863,11683336,11826212,12182671,12251376,12596117,12841050,firstentrant,Orange,Orange,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Cameroon,Viettel(Nexttel),0.0,0.0,0,0,0,0,0,0,550000,2400000,3100000,4350000,4128088,3467885,3253806,2074035,1705703,1606186,1275000,2000000,2200000,2400000,2575000,2750000,2925000,3100000,3412500,3725000,4037500,4350000,4628050,4765594,4639863,4128088,3428088,3448088,3468088,3467885,3479735,3399240,3405336,3253806,2997382,2677653,2351059,2074035,1889195,1783862,1731532,1705703,1680261,1655197,1630508,1606186,1582228,1558627,thirdentrant,Viettel(Nexttel),Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:thirdentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Cameroon,Camtel,0.0,0.0,0,0,0,0,0,0,0,0,10000,70000,198519,308016,403247,488968,569934,638275,0,0,0,0,0,500,5000,10000,20000,30000,40000,70000,104173,136934,168358,198519,227490,255348,282165,308016,332975,357118,380517,403247,425384,447000,468170,488968,509470,529748,549878,569934,588949,606773,623260,638275,651691,663393,fourthentrant,Camtel,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:fourthentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Cameroon,Totalmarket,0.0,4332476.0,5386350,6652748,7679348,9526513,11887475,13202270,14440203,16510963,16525371,18125196,18950717,21817475,23170535,23108201,24228500,25786838,15743488,17179912,17447887,16510963,16671536,16903917,16625973,16525371,16708337,17124090,18039934,18125196,18207103,18108171,18350173,18950717,19585472,20527746,20638842,21817475,22425296,22594553,23740389,23170535,22946500,22602145,22444580,23108201,23059411,23391034,23688681,24228500,24769546,25157182,25487439,25786838,26282036,26555069,Unknown,Unknown,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,CôtedIvoire,MTN,0.0,0.0,3562294,4483840,5139079,5521601,6023200,6946044,7975145,8130003,9059773,10893061,11050000,12408000,13223000,14636000,16356000,16988000,8102872,8269028,8131944,8130003,7904339,7960460,8200881,9059773,9807646,10599323,11173105,10893061,10971000,11257000,11208000,11050000,11357000,11742000,12007000,12408000,12220000,12219000,12789000,13223000,13601000,13715000,13681000,14636000,15346000,15488000,16173000,16356000,16641000,16699000,16981000,16988000,16236000,15922000,firstentrant,MTN,MTN,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,CôtedIvoire,Orange,0.0,0.0,3396959,3172227,4655486,5013891,5353861,6093535,7780893,9484291,11460182,12617750,12741681,12812176,14405216,15328522,14898605,16775649,8185376,8676686,9091637,9484291,9946107,10215862,11125491,11460182,11360559,11755721,12010826,12617750,12704933,13181293,12724567,12741681,12125532,12499630,12350147,12812176,13840489,14162501,13913304,14405216,14748713,14974585,15040575,15328522,15183737,14524168,14578963,14898605,15242706,15800238,16102133,16775649,17376762,18008136,firstentrant,Orange,Orange,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,CôtedIvoire,MarocTelecom(Moov),0.0,0.0,1840480,2392245,2682587,3306648,4010568,4230738,3606433,5408048,5984922,7733527,8646374,8974501,10049988,10489261,10843673,10259793,3658763,4417187,4997924,5408048,5396791,5499860,5719107,5984922,7014030,7100345,7587016,7733527,7824569,8167424,8218925,8646374,8733664,8888982,9029907,8974501,9197776,9230560,9703470,10049988,10071248,10013677,9876924,10489261,10726900,10247139,10534386,10843673,10193266,9510945,9704447,10259793,10650234,11055533,thirdentrant,MarocTelecom(Moov),Etisalat,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:thirdentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,CôtedIvoire,Comium,0.0,0.0,903456,1122998,1512914,1722589,1452374,820887,892272,710592,0,0,0,0,0,0,0,0,651624,783056,754374,710592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fourthentrant,Comium,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:fourthentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,CôtedIvoire,GreenN,0.0,0.0,0,814966,511318,362601,354833,291165,849565,360784,0,0,0,0,0,0,0,0,787219,597596,474336,360784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,laterentrant,GreenN,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:laterentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,CôtedIvoire,Totalmarket,0.0,0.0,9703189,11986276,14501384,15927330,17194836,18382369,21104308,24093718,26504877,31244338,32438055,34194677,37678204,40453783,42098278,44023442,21385854,22743553,23450215,24093718,23247237,23676182,25045479,26504877,28182235,29455389,30770947,31244338,31500502,32605717,32151492,32438055,32216196,33130612,33387054,34194677,35258265,35612061,36405774,37678204,38420961,38703262,38598499,40453783,41256637,40259307,41286349,42098278,42076972,42010183,42787580,44023442,44262996,44985670,Unknown,Unknown,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
